Sample #,Code,Voltage
1066,6,0.0048 V
1067,39,0.0314 V
1068,16,0.0129 V
1069,13,0.0105 V
1070,40,0.0322 V
1071,0,0.0000 V
1072,30,0.0242 V
1073,46,0.0371 V
1074,63,0.0508 V
1075,43,0.0347 V
1076,7,0.0056 V
1077,71,0.0572 V
1078,37,0.0298 V
1079,36,0.0290 V
1080,0,0.0000 V
1081,25,0.0201 V
1082,0,0.0000 V
1083,0,0.0000 V
1084,64,0.0516 V
1085,8,0.0064 V
1086,29,0.0234 V
1087,39,0.0314 V
1088,93,0.0749 V
1089,78,0.0629 V
1090,34,0.0274 V
1091,24,0.0193 V
1092,96,0.0774 V
1093,65,0.0524 V
1094,27,0.0218 V
1095,46,0.0371 V
1096,0,0.0000 V
1097,18,0.0145 V
1098,66,0.0532 V
1099,20,0.0161 V
1100,3,0.0024 V
1101,0,0.0000 V
1102,1,0.0008 V
1103,53,0.0427 V
1104,0,0.0000 V
1105,9,0.0073 V
1106,15,0.0121 V
1107,0,0.0000 V
1108,0,0.0000 V
1109,0,0.0000 V
1110,0,0.0000 V
1111,0,0.0000 V
1112,0,0.0000 V
1113,0,0.0000 V
1114,0,0.0000 V
1115,0,0.0000 V
1116,0,0.0000 V
1117,19,0.0153 V
1118,0,0.0000 V
1119,0,0.0000 V
1120,0,0.0000 V
1121,0,0.0000 V
1122,0,0.0000 V
1123,0,0.0000 V
1124,53,0.0427 V
1125,0,0.0000 V
1126,0,0.0000 V
1127,3,0.0024 V
1128,11,0.0089 V
1129,0,0.0000 V
1130,0,0.0000 V
1131,11,0.0089 V
1132,0,0.0000 V
1133,10,0.0081 V
1134,58,0.0467 V
1135,62,0.0500 V
1136,49,0.0395 V
1137,29,0.0234 V
1138,97,0.0782 V
1139,72,0.0580 V
1140,37,0.0298 V
1141,0,0.0000 V
1142,40,0.0322 V
1143,68,0.0548 V
1144,28,0.0226 V
1145,106,0.0854 V
1146,69,0.0556 V
1147,66,0.0532 V
1148,98,0.0790 V
1149,95,0.0766 V
1150,66,0.0532 V
1151,0,0.0000 V
1152,88,0.0709 V
1153,49,0.0395 V
1154,35,0.0282 V
1155,72,0.0580 V
1156,70,0.0564 V
1157,95,0.0766 V
1158,39,0.0314 V
1159,92,0.0741 V
1160,2,0.0016 V
1161,0,0.0000 V
1162,30,0.0242 V
1163,33,0.0266 V
1164,62,0.0500 V
1165,0,0.0000 V
1166,74,0.0596 V
1167,55,0.0443 V
1168,47,0.0379 V
1169,23,0.0185 V
1170,20,0.0161 V
1171,45,0.0363 V
1172,0,0.0000 V
1173,49,0.0395 V
1174,15,0.0121 V
1175,0,0.0000 V
1176,0,0.0000 V
1177,14,0.0113 V
1178,42,0.0338 V
1179,0,0.0000 V
1180,0,0.0000 V
1181,9,0.0073 V
1182,0,0.0000 V
1183,0,0.0000 V
1184,17,0.0137 V
1185,26,0.0210 V
1186,18,0.0145 V
1187,33,0.0266 V
1188,32,0.0258 V
1189,10,0.0081 V
1190,0,0.0000 V
1191,0,0.0000 V
1192,7,0.0056 V
1193,0,0.0000 V
1194,0,0.0000 V
1195,0,0.0000 V
1196,0,0.0000 V
1197,0,0.0000 V
1198,1,0.0008 V
1199,71,0.0572 V
1200,18,0.0145 V
1201,18,0.0145 V
1202,59,0.0475 V
1203,84,0.0677 V
1204,49,0.0395 V
1205,0,0.0000 V
1206,88,0.0709 V
1207,0,0.0000 V
1208,30,0.0242 V
1209,79,0.0637 V
1210,0,0.0000 V
1211,0,0.0000 V
1212,31,0.0250 V
1213,74,0.0596 V
1214,57,0.0459 V
1215,24,0.0193 V
1216,77,0.0621 V
1217,60,0.0484 V
1218,66,0.0532 V
1219,34,0.0274 V
1220,20,0.0161 V
1221,0,0.0000 V
1222,0,0.0000 V
1223,33,0.0266 V
1224,18,0.0145 V
1225,31,0.0250 V
1226,0,0.0000 V
1227,43,0.0347 V
1228,89,0.0717 V
1229,10,0.0081 V
1230,35,0.0282 V
1231,24,0.0193 V
1232,38,0.0306 V
1233,5,0.0040 V
1234,28,0.0226 V
1235,18,0.0145 V
1236,0,0.0000 V
1237,37,0.0298 V
1238,19,0.0153 V
1239,0,0.0000 V
1240,0,0.0000 V
1241,0,0.0000 V
1242,0,0.0000 V
1243,0,0.0000 V
1244,0,0.0000 V
1245,0,0.0000 V
1246,0,0.0000 V
1247,0,0.0000 V
1248,0,0.0000 V
1249,62,0.0500 V
1250,0,0.0000 V
1251,0,0.0000 V
1252,0,0.0000 V
1253,9,0.0073 V
1254,0,0.0000 V
1255,0,0.0000 V
1256,22,0.0177 V
1257,0,0.0000 V
1258,40,0.0322 V
1259,0,0.0000 V
1260,27,0.0218 V
1261,0,0.0000 V
1262,0,0.0000 V
1263,51,0.0411 V
1264,0,0.0000 V
1265,15,0.0121 V
1266,0,0.0000 V
1267,13,0.0105 V
1268,58,0.0467 V
1269,42,0.0338 V
1270,104,0.0838 V
1271,31,0.0250 V
1272,51,0.0411 V
1273,67,0.0540 V
1274,25,0.0201 V
1275,0,0.0000 V
1276,0,0.0000 V
1277,63,0.0508 V
1278,41,0.0330 V
1279,80,0.0645 V
1280,21,0.0169 V
1281,76,0.0612 V
1282,72,0.0580 V
1283,44,0.0355 V
1284,103,0.0830 V
1285,11,0.0089 V
1286,29,0.0234 V
1287,29,0.0234 V
1288,57,0.0459 V
1289,45,0.0363 V
1290,0,0.0000 V
1291,57,0.0459 V
1292,32,0.0258 V
1293,78,0.0629 V
1294,18,0.0145 V
1295,15,0.0121 V
1296,44,0.0355 V
1297,7,0.0056 V
1298,69,0.0556 V
1299,71,0.0572 V
1300,36,0.0290 V
1301,0,0.0000 V
1302,38,0.0306 V
1303,31,0.0250 V
1304,0,0.0000 V
1305,8,0.0064 V
1306,0,0.0000 V
1307,0,0.0000 V
1308,16,0.0129 V
1309,0,0.0000 V
1310,14,0.0113 V
1311,0,0.0000 V
1312,6,0.0048 V
1313,46,0.0371 V
1314,3,0.0024 V
1315,0,0.0000 V
1316,0,0.0000 V
1317,10,0.0081 V
1318,0,0.0000 V
1319,42,0.0338 V
1320,3242,2.6126 V
1321,3260,2.6271 V
1322,3271,2.6360 V
1323,3227,2.6005 V
1324,3282,2.6448 V
1325,3194,2.5739 V
1326,3246,2.6158 V
1327,3316,2.6722 V
1328,3344,2.6948 V
1329,3358,2.7061 V
1330,3327,2.6811 V
1331,3297,2.6569 V
1332,3247,2.6166 V
1333,3291,2.6521 V
1334,3239,2.6102 V
1335,3236,2.6078 V
1336,3284,2.6464 V
1337,3274,2.6384 V
1338,3396,2.7367 V
1339,3325,2.6795 V
1340,3375,2.7198 V
1341,3337,2.6892 V
1342,3291,2.6521 V
1343,3359,2.7069 V
1344,3259,2.6263 V
1345,3283,2.6456 V
1346,3278,2.6416 V
1347,3338,2.6900 V
1348,3366,2.7125 V
1349,3385,2.7278 V
1350,3351,2.7004 V
1351,3287,2.6489 V
1352,3351,2.7004 V
1353,3257,2.6247 V
1354,3244,2.6142 V
1355,3252,2.6207 V
1356,3244,2.6142 V
1357,3350,2.6996 V
1358,3266,2.6319 V
1359,3354,2.7029 V
1360,3336,2.6884 V
1361,3293,2.6537 V
1362,3356,2.7045 V
1363,3283,2.6456 V
1364,3273,2.6376 V
1365,3208,2.5852 V
1366,3249,2.6182 V
1367,3250,2.6190 V
1368,3276,2.6400 V
1369,3290,2.6513 V
1370,3284,2.6464 V
1371,3315,2.6714 V
1372,3236,2.6078 V
1373,3266,2.6319 V
1374,3240,2.6110 V
1375,3196,2.5755 V
1376,3242,2.6126 V
1377,3229,2.6021 V
1378,3302,2.6610 V
1379,3257,2.6247 V
1380,3308,2.6658 V
1381,3284,2.6464 V
1382,3220,2.5949 V
1383,3236,2.6078 V
1384,3194,2.5739 V
1385,3196,2.5755 V
1386,3140,2.5304 V
1387,3189,2.5699 V
1388,3256,2.6239 V
1389,3230,2.6029 V
1390,3282,2.6448 V
1391,3239,2.6102 V
1392,3309,2.6666 V
1393,3262,2.6287 V
1394,3204,2.5820 V
1395,3209,2.5860 V
1396,3100,2.4982 V
1397,3220,2.5949 V
1398,3189,2.5699 V
1399,3242,2.6126 V
1400,3233,2.6053 V
1401,3222,2.5965 V
1402,3279,2.6424 V
1403,3250,2.6190 V
1404,3244,2.6142 V
1405,3175,2.5586 V
1406,3242,2.6126 V
1407,3210,2.5868 V
1408,3222,2.5965 V
1409,3282,2.6448 V
1410,3228,2.6013 V
1411,3292,2.6529 V
1412,3269,2.6344 V
1413,3300,2.6593 V
1414,3213,2.5892 V
1415,3215,2.5908 V
1416,3201,2.5796 V
1417,3138,2.5288 V
1418,3235,2.6070 V
1419,3194,2.5739 V
1420,3204,2.5820 V
1421,3310,2.6674 V
1422,3265,2.6311 V
1423,3291,2.6521 V
1424,3227,2.6005 V
1425,3215,2.5908 V
1426,3143,2.5328 V
1427,3194,2.5739 V
1428,3193,2.5731 V
1429,3155,2.5425 V
1430,3277,2.6408 V
1431,3228,2.6013 V
1432,3274,2.6384 V
1433,3239,2.6102 V
1434,3218,2.5933 V
1435,3238,2.6094 V
1436,3139,2.5296 V
1437,3180,2.5626 V
1438,3145,2.5344 V
1439,3134,2.5256 V
1440,3128,2.5207 V
1441,3190,2.5707 V
1442,3217,2.5925 V
1443,3187,2.5683 V
1444,3230,2.6029 V
1445,3131,2.5232 V
1446,3148,2.5368 V
1447,3067,2.4716 V
1448,3086,2.4869 V
1449,3170,2.5546 V
1450,3093,2.4925 V
1451,3156,2.5433 V
1452,3143,2.5328 V
1453,3175,2.5586 V
1454,3163,2.5489 V
1455,3089,2.4893 V
1456,3123,2.5167 V
1457,3052,2.4595 V
1458,3105,2.5022 V
1459,3110,2.5062 V
1460,3116,2.5111 V
1461,3118,2.5127 V
1462,3148,2.5368 V
1463,3218,2.5933 V
1464,3127,2.5199 V
1465,3161,2.5473 V
1466,3073,2.4764 V
1467,3055,2.4619 V
1468,3090,2.4901 V
1469,3030,2.4418 V
1470,3127,2.5199 V
1471,3096,2.4949 V
1472,3169,2.5538 V
1473,3205,2.5828 V
1474,3207,2.5844 V
1475,3163,2.5489 V
1476,3090,2.4901 V
1477,3138,2.5288 V
1478,3077,2.4796 V
1479,3099,2.4974 V
1480,3082,2.4837 V
1481,3134,2.5256 V
1482,3154,2.5417 V
1483,3104,2.5014 V
1484,3184,2.5659 V
1485,3133,2.5248 V
1486,3128,2.5207 V
1487,3160,2.5465 V
1488,3093,2.4925 V
1489,3126,2.5191 V
1490,3092,2.4917 V
1491,3174,2.5578 V
1492,3157,2.5441 V
1493,3165,2.5505 V
1494,3174,2.5578 V
1495,3122,2.5159 V
1496,3099,2.4974 V
1497,3033,2.4442 V
1498,3065,2.4700 V
1499,3072,2.4756 V
1500,3101,2.4990 V
1501,3102,2.4998 V
1502,3135,2.5264 V
1503,3176,2.5594 V
1504,3107,2.5038 V
1505,3140,2.5304 V
1506,3122,2.5159 V
1507,3065,2.4700 V
1508,3084,2.4853 V
1509,3053,2.4603 V
1510,3078,2.4804 V
1511,3041,2.4506 V
1512,3036,2.4466 V
1513,3069,2.4732 V
1514,3049,2.4571 V
1515,3014,2.4289 V
1516,2950,2.3773 V
1517,3031,2.4426 V
1518,2942,2.3708 V
1519,3021,2.4345 V
1520,3035,2.4458 V
1521,3026,2.4385 V
1522,3124,2.5175 V
1523,3066,2.4708 V
1524,3107,2.5038 V
1525,2975,2.3974 V
1526,2935,2.3652 V
1527,2975,2.3974 V
1528,2953,2.3797 V
1529,2987,2.4071 V
1530,2958,2.3837 V
1531,3048,2.4563 V
1532,3026,2.4385 V
1533,3047,2.4555 V
1534,3085,2.4861 V
1535,3059,2.4651 V
1536,3011,2.4264 V
1537,2963,2.3878 V
1538,3056,2.4627 V
1539,2990,2.4095 V
1540,2985,2.4055 V
1541,3065,2.4700 V
1542,3063,2.4684 V
1543,3134,2.5256 V
1544,3035,2.4458 V
1545,3045,2.4538 V
1546,3047,2.4555 V
1547,2995,2.4136 V
1548,3061,2.4667 V
1549,3027,2.4393 V
1550,3077,2.4796 V
1551,3018,2.4321 V
1552,3101,2.4990 V
1553,3114,2.5095 V
1554,3047,2.4555 V
1555,3068,2.4724 V
1556,3013,2.4281 V
1557,3023,2.4361 V
1558,2913,2.3475 V
1559,2961,2.3862 V
1560,3013,2.4281 V
1561,2934,2.3644 V
1562,3068,2.4724 V
1563,3049,2.4571 V
1564,3087,2.4877 V
1565,3052,2.4595 V
1566,2999,2.4168 V
1567,2992,2.4111 V
1568,2945,2.3733 V
1569,2964,2.3886 V
1570,2958,2.3837 V
1571,3012,2.4273 V
1572,2946,2.3741 V
1573,3013,2.4281 V
1574,3074,2.4772 V
1575,2935,2.3652 V
1576,2978,2.3999 V
1577,2937,2.3668 V
1578,2969,2.3926 V
1579,2910,2.3451 V
1580,2892,2.3305 V
1581,2958,2.3837 V
1582,2909,2.3442 V
1583,2990,2.4095 V
1584,2990,2.4095 V
1585,2981,2.4023 V
1586,2916,2.3499 V
1587,2917,2.3507 V
1588,2959,2.3845 V
1589,2860,2.3048 V
1590,2897,2.3346 V
1591,2856,2.3015 V
1592,2920,2.3531 V
1593,2941,2.3700 V
1594,2924,2.3563 V
1595,2978,2.3999 V
1596,2875,2.3168 V
1597,2939,2.3684 V
1598,2924,2.3563 V
1599,2910,2.3451 V
1600,2886,2.3257 V
1601,2874,2.3160 V
1602,2989,2.4087 V
1603,2953,2.3797 V
1604,2977,2.3990 V
1605,2962,2.3870 V
1606,3003,2.4200 V
1607,2978,2.3999 V
1608,2915,2.3491 V
1609,2909,2.3442 V
1610,2858,2.3032 V
1611,2896,2.3338 V
1612,2912,2.3467 V
1613,2994,2.4127 V
1614,2996,2.4144 V
1615,2966,2.3902 V
1616,3027,2.4393 V
1617,2953,2.3797 V
1618,2957,2.3829 V
1619,2937,2.3668 V
1620,2874,2.3160 V
1621,2936,2.3660 V
1622,2892,2.3305 V
1623,2960,2.3853 V
1624,2958,2.3837 V
1625,2967,2.3910 V
1626,2939,2.3684 V
1627,2964,2.3886 V
1628,2981,2.4023 V
1629,2894,2.3322 V
1630,2928,2.3596 V
1631,2896,2.3338 V
1632,2923,2.3555 V
1633,2960,2.3853 V
1634,2946,2.3741 V
1635,2986,2.4063 V
1636,2926,2.3579 V
1637,2980,2.4015 V
1638,2925,2.3571 V
1639,2895,2.3330 V
1640,2867,2.3104 V
1641,2796,2.2532 V
1642,2834,2.2838 V
1643,2853,2.2991 V
1644,2905,2.3410 V
1645,2890,2.3289 V
1646,2953,2.3797 V
1647,2898,2.3354 V
1648,2883,2.3233 V
1649,2919,2.3523 V
1650,2791,2.2492 V
1651,2790,2.2484 V
1652,2830,2.2806 V
1653,2845,2.2927 V
1654,2875,2.3168 V
1655,2830,2.2806 V
1656,2933,2.3636 V
1657,2884,2.3241 V
1658,2863,2.3072 V
1659,2879,2.3201 V
1660,2807,2.2621 V
1661,2775,2.2363 V
1662,2816,2.2693 V
1663,2876,2.3177 V
1664,2833,2.2830 V
1665,2876,2.3177 V
1666,2912,2.3467 V
1667,2882,2.3225 V
1668,2927,2.3588 V
1669,2767,2.2298 V
1670,2843,2.2911 V
1671,2779,2.2395 V
1672,2733,2.2024 V
1673,2855,2.3007 V
1674,2817,2.2701 V
1675,2873,2.3152 V
1676,2865,2.3088 V
1677,2932,2.3628 V
1678,2893,2.3314 V
1679,2847,2.2943 V
1680,2855,2.3007 V
1681,2871,2.3136 V
1682,2834,2.2838 V
1683,2759,2.2234 V
1684,2877,2.3185 V
1685,2857,2.3023 V
1686,2825,2.2766 V
1687,2918,2.3515 V
1688,2873,2.3152 V
1689,2871,2.3136 V
1690,2819,2.2717 V
1691,2815,2.2685 V
1692,2791,2.2492 V
1693,2754,2.2193 V
1694,2852,2.2983 V
1695,2822,2.2741 V
1696,2913,2.3475 V
1697,2842,2.2903 V
1698,2875,2.3168 V
1699,2931,2.3620 V
1700,2807,2.2621 V
1701,2811,2.2653 V
1702,2791,2.2492 V
1703,2854,2.2999 V
1704,2780,2.2403 V
1705,2827,2.2782 V
1706,2881,2.3217 V
1707,2771,2.2330 V
1708,2864,2.3080 V
1709,2800,2.2564 V
1710,2832,2.2822 V
1711,2807,2.2621 V
1712,2800,2.2564 V
1713,2915,2.3491 V
1714,2958,2.3837 V
1715,2873,2.3152 V
1716,2952,2.3789 V
1717,2871,2.3136 V
1718,2761,2.2250 V
1719,2899,2.3362 V
1720,2731,2.2008 V
1721,2774,2.2355 V
1722,2838,2.2870 V
1723,2757,2.2218 V
1724,2866,2.3096 V
1725,2778,2.2387 V
1726,2748,2.2145 V
1727,2888,2.3273 V
1728,2752,2.2177 V
1729,2752,2.2177 V
1730,2753,2.2185 V
1731,2729,2.1992 V
1732,2772,2.2338 V
1733,2730,2.2000 V
1734,2789,2.2475 V
1735,2780,2.2403 V
1736,2818,2.2709 V
1737,2809,2.2637 V
1738,2860,2.3048 V
1739,2823,2.2749 V
1740,2767,2.2298 V
1741,2849,2.2959 V
1742,2771,2.2330 V
1743,2898,2.3354 V
1744,2847,2.2943 V
1745,2857,2.3023 V
1746,2888,2.3273 V
1747,2833,2.2830 V
1748,2849,2.2959 V
1749,2793,2.2508 V
1750,2779,2.2395 V
1751,2695,2.1718 V
1752,2758,2.2226 V
1753,2772,2.2338 V
1754,2735,2.2040 V
1755,2796,2.2532 V
1756,2790,2.2484 V
1757,2854,2.2999 V
1758,2787,2.2459 V
1759,2761,2.2250 V
1760,2784,2.2435 V
1761,2663,2.1460 V
1762,2722,2.1936 V
1763,2708,2.1823 V
1764,2759,2.2234 V
1765,2766,2.2290 V
1766,2766,2.2290 V
1767,2798,2.2548 V
1768,2767,2.2298 V
1769,2779,2.2395 V
1770,2715,2.1879 V
1771,2721,2.1927 V
1772,2690,2.1678 V
1773,2674,2.1549 V
1774,2734,2.2032 V
1775,2670,2.1516 V
1776,2712,2.1855 V
1777,2713,2.1863 V
1778,2739,2.2073 V
1779,2684,2.1629 V
1780,2632,2.1210 V
1781,2681,2.1605 V
1782,2589,2.0864 V
1783,2625,2.1154 V
1784,2604,2.0985 V
1785,2660,2.1436 V
1786,2657,2.1412 V
1787,2673,2.1541 V
1788,2722,2.1936 V
1789,2620,2.1114 V
1790,2649,2.1347 V
1791,2615,2.1073 V
1792,2608,2.1017 V
1793,2624,2.1146 V
1794,2586,2.0840 V
1795,2666,2.1484 V
1796,2613,2.1057 V
1797,2658,2.1420 V
1798,2713,2.1863 V
1799,2648,2.1339 V
1800,2640,2.1275 V
1801,2557,2.0606 V
1802,2612,2.1049 V
1803,2539,2.0461 V
1804,2523,2.0332 V
1805,2618,2.1097 V
1806,2605,2.0993 V
1807,2640,2.1275 V
1808,2647,2.1331 V
1809,2707,2.1815 V
1810,2632,2.1210 V
1811,2661,2.1444 V
1812,2600,2.0952 V
1813,2611,2.1041 V
1814,2615,2.1073 V
1815,2539,2.0461 V
1816,2642,2.1291 V
1817,2617,2.1089 V
1818,2624,2.1146 V
1819,2707,2.1815 V
1820,0,0.0000 V
1821,0,0.0000 V
1822,0,0.0000 V
1823,0,0.0000 V
1824,0,0.0000 V
1825,0,0.0000 V
1826,0,0.0000 V
1827,0,0.0000 V
1828,0,0.0000 V
1829,0,0.0000 V
1830,0,0.0000 V
1831,0,0.0000 V
1832,0,0.0000 V
1833,0,0.0000 V
1834,0,0.0000 V
1835,0,0.0000 V
1836,0,0.0000 V
1837,0,0.0000 V
1838,0,0.0000 V
1839,0,0.0000 V
1840,0,0.0000 V
1841,0,0.0000 V
1842,0,0.0000 V
1843,0,0.0000 V
1844,0,0.0000 V
1845,0,0.0000 V
1846,0,0.0000 V
1847,0,0.0000 V
1848,0,0.0000 V
1849,0,0.0000 V
1850,0,0.0000 V
1851,0,0.0000 V
1852,0,0.0000 V
1853,0,0.0000 V
1854,0,0.0000 V
1855,0,0.0000 V
1856,0,0.0000 V
1857,0,0.0000 V
1858,0,0.0000 V
1859,0,0.0000 V
1860,0,0.0000 V
1861,0,0.0000 V
1862,0,0.0000 V
1863,0,0.0000 V
1864,0,0.0000 V
1865,0,0.0000 V
1866,0,0.0000 V
1867,0,0.0000 V
1868,0,0.0000 V
1869,0,0.0000 V
1870,0,0.0000 V
1871,0,0.0000 V
1872,0,0.0000 V
1873,0,0.0000 V
1874,0,0.0000 V
1875,0,0.0000 V
1876,0,0.0000 V
1877,0,0.0000 V
1878,0,0.0000 V
1879,0,0.0000 V
1880,0,0.0000 V
1881,0,0.0000 V
1882,0,0.0000 V
1883,0,0.0000 V
1884,0,0.0000 V
1885,0,0.0000 V
1886,0,0.0000 V
1887,11,0.0089 V
1888,0,0.0000 V
1889,24,0.0193 V
1890,0,0.0000 V
1891,0,0.0000 V
1892,24,0.0193 V
1893,0,0.0000 V
1894,0,0.0000 V
1895,0,0.0000 V
1896,0,0.0000 V
1897,0,0.0000 V
1898,0,0.0000 V
1899,27,0.0218 V
1900,0,0.0000 V
1901,0,0.0000 V
1902,0,0.0000 V
1903,22,0.0177 V
1904,0,0.0000 V
1905,0,0.0000 V
1906,6,0.0048 V
1907,0,0.0000 V
1908,7,0.0056 V
1909,0,0.0000 V
1910,0,0.0000 V
1911,0,0.0000 V
1912,0,0.0000 V
1913,0,0.0000 V
1914,0,0.0000 V
1915,0,0.0000 V
1916,0,0.0000 V
1917,0,0.0000 V
1918,0,0.0000 V
1919,0,0.0000 V
1920,0,0.0000 V
1921,0,0.0000 V
1922,0,0.0000 V
1923,0,0.0000 V
1924,0,0.0000 V
1925,0,0.0000 V
1926,0,0.0000 V
1927,0,0.0000 V
1928,0,0.0000 V
1929,0,0.0000 V
1930,0,0.0000 V
1931,0,0.0000 V
1932,0,0.0000 V
1933,0,0.0000 V
1934,0,0.0000 V
1935,0,0.0000 V
1936,0,0.0000 V
1937,0,0.0000 V
1938,0,0.0000 V
1939,0,0.0000 V
1940,0,0.0000 V
1941,32,0.0258 V
1942,0,0.0000 V
1943,0,0.0000 V
1944,1,0.0008 V
1945,0,0.0000 V
1946,76,0.0612 V
1947,0,0.0000 V
1948,70,0.0564 V
1949,36,0.0290 V
1950,16,0.0129 V
1951,38,0.0306 V
1952,5,0.0040 V
1953,33,0.0266 V
1954,0,0.0000 V
1955,20,0.0161 V
1956,0,0.0000 V
1957,23,0.0185 V
1958,9,0.0073 V
1959,10,0.0081 V
1960,80,0.0645 V
1961,0,0.0000 V
1962,31,0.0250 V
1963,54,0.0435 V
1964,0,0.0000 V
1965,38,0.0306 V
1966,3,0.0024 V
1967,46,0.0371 V
1968,17,0.0137 V
1969,20,0.0161 V
1970,29,0.0234 V
1971,0,0.0000 V
1972,33,0.0266 V
1973,0,0.0000 V
1974,63,0.0508 V
1975,0,0.0000 V
1976,0,0.0000 V
1977,54,0.0435 V
1978,0,0.0000 V
1979,0,0.0000 V
1980,0,0.0000 V
1981,10,0.0081 V
1982,0,0.0000 V
1983,0,0.0000 V
1984,12,0.0097 V
1985,0,0.0000 V
1986,0,0.0000 V
1987,0,0.0000 V
1988,1,0.0008 V
1989,6,0.0048 V
1990,0,0.0000 V
1991,0,0.0000 V
1992,0,0.0000 V
1993,0,0.0000 V
1994,0,0.0000 V
1995,0,0.0000 V
1996,0,0.0000 V
1997,0,0.0000 V
1998,38,0.0306 V
1999,4,0.0032 V
2000,51,0.0411 V
2001,11,0.0089 V
2002,45,0.0363 V
2003,0,0.0000 V
2004,0,0.0000 V
2005,1,0.0008 V
2006,0,0.0000 V
2007,0,0.0000 V
2008,0,0.0000 V
2009,0,0.0000 V
2010,24,0.0193 V
2011,17,0.0137 V
2012,29,0.0234 V
2013,32,0.0258 V
2014,65,0.0524 V
2015,10,0.0081 V
2016,40,0.0322 V
2017,24,0.0193 V
2018,25,0.0201 V
2019,65,0.0524 V
2020,0,0.0000 V
2021,43,0.0347 V
2022,41,0.0330 V
2023,0,0.0000 V
2024,29,0.0234 V
2025,0,0.0000 V
2026,12,0.0097 V
2027,0,0.0000 V
2028,64,0.0516 V
2029,10,0.0081 V
2030,60,0.0484 V
2031,67,0.0540 V
2032,29,0.0234 V
2033,88,0.0709 V
2034,0,0.0000 V
2035,40,0.0322 V
2036,0,0.0000 V
2037,0,0.0000 V
2038,12,0.0097 V
2039,0,0.0000 V
2040,18,0.0145 V
2041,0,0.0000 V
2042,15,0.0121 V
2043,41,0.0330 V
2044,0,0.0000 V
2045,0,0.0000 V
2046,0,0.0000 V
2047,0,0.0000 V
2048,0,0.0000 V
2049,0,0.0000 V
2050,0,0.0000 V
2051,0,0.0000 V
2052,0,0.0000 V
2053,0,0.0000 V
2054,0,0.0000 V
2055,0,0.0000 V
2056,0,0.0000 V
2057,20,0.0161 V
2058,0,0.0000 V
2059,21,0.0169 V
2060,0,0.0000 V
2061,10,0.0081 V
2062,23,0.0185 V
2063,25,0.0201 V
2064,24,0.0193 V
2065,0,0.0000 V
2066,11,0.0089 V
2067,0,0.0000 V
2068,0,0.0000 V
2069,0,0.0000 V
2070,0,0.0000 V
2071,11,0.0089 V
2072,0,0.0000 V
2073,41,0.0330 V
2074,0,0.0000 V
